year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_black_or_a,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2021,Pend Oreille County,Washington,13302,6834,6468,105.7,600,729,720,789,765,1144,1220,1490,1141,1276,2259,900,269,50.3,2592,11001,10710,10305,4261,3428,10710,5499,5211,105.5,3428,1769,1659,106.6,13302,12436,866,12436,11536,41,383,0,0,0,2,59,0,53,51,0,31,21,0,0,7,44,0,0,40,4,373,866,226,212,65,0,13302,12389,300,644,138,46,695,13302,586,322,0,103,161,12716,11388,41,367,59,40,48,773,233,540,7968,10623,5444,5179
2021,Pierce County,Washington,910225,456387,453838,100.6,58733,60932,59755,55112,60565,141211,124561,111532,56005,56636,77968,34049,13166,36.4,213718,718566,696507,664119,158506,125183,696507,346851,349656,99.2,125183,56389,68794,82.0,910225,810496,99729,810496,634333,63054,10785,523,300,489,284,59164,2526,53,53,4466,16012,3597,11939,6884,13740,13817,1550,3891,5011,3365,29343,99729,20329,12829,22206,1723,910225,723939,95536,32223,93826,23756,54088,910225,105793,73797,10733,1483,19780,804432,588358,60585,7537,57715,13192,3735,73310,3908,69402,355970,659706,329192,330514
2021,San Juan County,Washington,17631,8619,9012,95.6,506,627,741,689,611,1447,1854,1951,1426,1844,3827,1728,380,56.5,2293,15612,15338,14908,7136,5935,15338,7484,7854,95.3,5935,2921,3014,96.9,17631,16888,743,16888,15954,164,128,6,2,11,7,233,3,53,55,103,16,27,22,16,46,15,9,0,4,2,394,743,52,266,105,4,17631,16610,248,435,407,51,668,17631,1181,914,13,27,227,16450,15479,129,107,233,11,14,477,50,427,13739,14673,7196,7477
2021,Skagit County,Washington,128228,63740,64488,98.8,7387,8067,7787,7359,6954,16069,15624,14520,8559,9179,16364,7810,2549,41.5,27903,103689,100325,96201,32486,26723,100325,49496,50829,97.4,26723,12528,14195,88.3,128228,120004,8224,120004,101807,961,2291,23,20,16,18,2492,129,53,57,526,1061,255,157,95,269,259,138,20,45,56,12194,8224,928,1702,1163,12,128228,109726,2253,4800,4327,886,15680,128228,24325,20750,739,258,2578,103903,93247,708,1707,2475,176,538,5052,782,4270,55285,93925,46301,47624
2021,Skamania County,Washington,11973,6009,5964,100.8,497,612,647,705,464,1229,1435,1695,1020,1181,1618,606,264,46.6,2161,10076,9812,9456,3282,2488,9812,4924,4888,100.7,2488,1285,1203,106.8,11973,11502,471,11502,10902,10,244,15,0,0,8,133,0,53,59,36,53,27,14,0,3,25,19,0,0,6,188,471,97,147,57,0,11973,11372,122,422,200,57,316,11973,815,718,39,0,58,11158,10230,10,244,133,25,111,405,62,343,5785,9669,4884,4785
2021,Snohomish County,Washington,820024,413403,406621,101.7,50882,51071,53000,47162,45325,120884,120612,110053,54831,54954,70943,28003,12304,38.2,185672,655093,634352,609700,143313,111250,634352,318154,316198,100.6,111250,50336,60914,82.6,820024,747390,72634,747390,582306,27614,7101,187,246,26,62,95847,20769,53,61,13335,16456,4091,13371,12980,14845,3419,930,876,524,1089,31103,72634,9987,10912,16266,455,820024,649088,43268,23132,120170,9983,55273,820024,88580,61083,4054,1576,21867,731444,547891,26874,5729,95040,3316,3828,48766,4812,43954,318604,574172,288193,285979
2021,Spokane County,Washington,531477,265085,266392,99.5,31155,33104,33477,33952,34806,79256,67849,62915,33059,35906,53342,23018,9638,37.9,117702,426291,413775,391905,106813,85998,413775,204623,209152,97.8,85998,39307,46691,84.2,531477,495588,35889,495588,455903,9606,6167,184,355,149,125,11784,798,53,63,1277,2304,1025,849,2155,3376,3267,348,241,153,2525,8861,35889,6649,8061,6644,681,531477,489075,19086,17191,21159,5721,18764,531477,33088,22917,2388,526,7257,498389,441593,9241,4827,11445,3177,1367,26739,2913,23826,221968,403042,199368,203674
2021,Stevens County,Washington,46057,23066,22991,100.3,2406,2866,2802,2759,2102,4334,4757,5452,3530,4246,6941,2877,985,46.7,9925,37353,36132,34879,13207,10803,36132,17921,18211,98.4,10803,5324,5479,97.2,46057,43780,2277,43780,40654,166,2259,18,22,0,28,296,13,53,65,26,49,33,55,31,89,80,7,51,16,6,325,2277,258,1131,298,0,46057,42904,471,3444,674,182,766,46057,1822,1288,18,11,505,44235,39397,155,2162,271,80,244,1926,164,1762,22102,35760,17739,18021
2021,Thurston County,Washington,290642,143137,147505,97.0,16462,17901,17565,16762,16799,41694,40398,35245,17854,19626,31970,13299,5067,39.3,62431,235707,228211,218780,61899,50336,228211,110803,117408,94.4,50336,22644,27692,81.8,290642,262632,28010,262632,225666,8532,3202,112,32,49,180,16725,760,53,67,1782,4445,759,2865,3343,2771,2733,462,892,936,443,5774,28010,5262,4214,6024,240,290642,251754,16189,9156,25257,4865,14555,290642,27835,17841,2813,385,6796,262807,211853,8143,2680,16526,2660,957,19988,2232,17756,120086,218821,107311,111510
2021,Wahkiakum County,Washington,4373,2172,2201,98.7,162,264,203,235,119,322,418,389,261,580,884,422,114,56.7,742,3717,3631,3504,1709,1420,3631,1797,1834,98.0,1420,738,682,108.2,4373,4105,268,4105,3768,57,11,0,0,0,0,71,0,53,69,10,22,16,23,0,0,0,0,0,0,0,198,268,0,166,4,0,4373,4036,94,214,131,19,240,4373,347,119,0,74,154,4026,3599,57,11,71,0,48,240,42,198,2161,3540,1719,1821
2021,Walla Walla County,Washington,62168,31847,30321,105.0,3166,3572,4103,5028,5404,7674,7269,6983,3562,4087,6550,2841,1929,37.5,13206,50462,48962,44796,13749,11320,48962,25027,23935,104.6,11320,5171,6149,84.1,62168,57506,4662,57506,49721,1137,840,22,4,0,19,1003,26,53,71,316,248,117,148,23,125,123,43,20,30,30,4682,4662,409,1078,536,87,62168,54066,1815,2212,1766,458,6802,62168,13654,11124,369,103,2058,48514,43905,1087,188,978,100,26,2230,244,1986,24855,46242,23632,22610
2021,Whatcom County,Washington,224533,111447,113086,98.6,11348,12599,12147,15122,22950,30396,27733,25462,13359,14122,24496,10896,3903,37.8,43434,185666,181099,168365,47305,39295,181099,89042,92057,96.7,39295,18250,21045,86.7,224533,208383,16150,208383,182547,2158,5348,137,48,8,43,9511,2484,53,73,2350,1066,361,555,1467,1228,592,243,56,125,168,8227,16150,2064,3340,3985,34,224533,198201,4807,9420,14708,1632,13353,224533,22258,16106,1141,353,4658,202275,174111,2023,4772,9427,556,509,10877,1071,9806,98941,170805,84328,86477
2021,Whitman County,Washington,48197,24645,23552,104.6,1978,2211,1971,7400,10531,6703,4704,3399,2040,2064,3160,1589,447,25.0,7325,41634,40872,31851,6333,5196,40872,20771,20101,103.3,5196,2461,2735,90.0,48197,45081,3116,45081,38736,1016,273,4,7,0,0,4015,781,53,75,2068,269,91,193,247,366,54,52,0,2,0,987,3116,552,490,934,12,48197,41618,1889,1003,5206,173,1861,48197,3155,2093,138,8,916,45042,37080,977,168,3988,54,443,2332,330,2002,20732,37910,19046,18864
2021,Yakima County,Washington,255151,127934,127217,100.6,19876,21060,22607,19612,17038,34110,30675,27737,13939,13542,20950,9284,4721,33.0,76080,187352,179071,168535,43177,34955,179071,89062,90009,98.9,34955,16220,18735,86.6,255151,223761,31390,223761,166449,2544,8363,200,127,108,122,2519,160,53,77,227,1352,99,221,190,270,1139,478,40,104,517,42747,31390,1028,3433,1889,198,255151,196570,4498,13924,5147,1603,66498,255151,129103,122474,532,175,5922,126048,105980,2343,6678,2318,1115,473,7141,710,6431,89952,149322,72552,76770
2021,Barbour County,West Virginia,15600,7678,7922,96.9,789,864,977,1221,1093,1617,1750,1962,1075,1127,1899,987,239,42.7,3197,12761,12403,11441,3818,3125,12403,5995,6408,93.6,3125,1480,1645,90.0,15600,14879,721,14879,14531,178,57,0,0,0,0,44,0,54,1,0,44,0,0,0,0,0,0,0,0,0,69,721,94,168,28,3,15600,15249,275,228,72,8,489,15600,166,85,36,1,44,15434,14511,175,57,44,0,28,619,326,293,7212,12332,5961,6371
2021,Berkeley County,West Virginia,120460,59863,60597,98.8,7408,7239,8607,7435,7076,16127,16356,16382,8405,7672,11616,4463,1674,39.0,28114,95669,92346,88151,22389,17753,92346,45619,46727,97.6,17753,8322,9431,88.2,120460,114607,5853,114607,102322,8406,88,24,0,0,0,1293,408,54,3,56,147,65,168,302,147,20,0,0,0,20,2478,5853,2843,650,513,32,120460,107908,11945,1132,1927,98,3828,120460,5904,1756,1456,11,2681,114556,99614,8193,88,1289,20,765,4587,340,4247,50184,90352,44735,45617
2021,Boone County,West Virginia,22059,11084,10975,101.0,1082,1129,1586,1373,1185,2189,2726,3071,1238,2012,2920,1062,486,44.4,4693,17934,17366,16544,5721,4468,17366,8639,8727,99.0,4468,2099,2369,88.6,22059,21691,368,21691,21528,136,0,0,0,0,0,17,0,54,5,17,0,0,0,0,0,0,0,0,0,0,10,368,239,119,10,0,22059,21896,375,119,27,0,10,22059,64,64,0,0,0,21995,21496,136,0,17,0,10,336,0,336,10255,17337,8636,8701
2021,Braxton County,West Virginia,12702,6541,6161,106.2,592,654,814,659,582,1504,1368,1666,918,1004,1731,855,355,46.3,2494,10575,10208,9880,3511,2941,10208,5144,5064,101.6,2941,1451,1490,97.4,12702,11695,1007,11695,11534,111,44,0,0,0,0,0,0,54,7,0,0,0,0,0,0,0,0,0,0,0,6,1007,109,129,2,0,12702,12541,220,173,2,0,773,12702,60,54,0,0,6,12642,11520,111,44,0,0,0,967,727,240,6390,10200,5136,5064
2021,Brooke County,West Virginia,22603,11216,11387,98.5,1023,1007,1236,1778,1182,2363,2381,2842,1603,1905,3161,1618,504,46.3,4008,19076,18595,17259,6526,5283,18595,9187,9408,97.7,5283,2389,2894,82.6,22603,21962,641,21962,21407,389,19,5,0,0,8,109,1,54,9,13,18,4,0,73,0,18,0,2,16,0,20,641,119,105,46,0,22603,22048,518,131,157,20,382,22603,234,146,25,17,46,22369,21286,374,19,109,18,0,563,293,270,10740,18432,9147,9285
2021,Cabell County,West Virginia,94622,46485,48137,96.6,5166,4940,5596,6442,9137,11809,11139,11061,6232,5446,10410,5216,2028,39.1,18921,77598,75701,70770,20913,17654,75701,36540,39161,93.3,17654,7743,9911,78.1,94622,91683,2939,91683,85375,4341,107,68,0,0,0,1216,325,54,11,217,121,10,152,111,280,13,0,4,0,9,631,2939,1221,504,374,92,94622,87984,5838,821,1784,209,1148,94622,1396,815,252,41,288,93226,84780,4326,107,1160,13,272,2568,94,2474,46171,75112,36227,38885
2021,Calhoun County,West Virginia,6420,3175,3245,97.8,289,410,286,350,258,631,699,840,635,448,978,452,144,47.9,1208,5324,5212,5085,1805,1574,5212,2628,2584,101.7,1574,787,787,100.0,6420,6339,81,6339,6335,1,0,0,0,0,0,3,0,54,13,3,0,0,0,0,0,0,0,0,0,0,0,81,1,28,0,0,6420,6399,25,34,3,0,46,6420,3,0,3,0,0,6417,6332,1,0,3,0,0,81,46,35,3270,5205,2628,2577
2021,Clay County,West Virginia,8176,4105,4071,100.8,437,537,525,628,435,596,976,1067,585,690,1032,546,122,44.5,1834,6597,6342,5968,2099,1700,6342,3175,3167,100.3,1700,847,853,99.3,8176,8142,34,8142,8131,4,7,0,0,0,7,0,0,54,15,0,0,0,0,0,0,0,0,0,0,0,0,34,4,30,0,0,8176,8165,8,37,0,0,0,8176,11,0,6,0,5,8165,8120,4,7,0,0,0,34,0,34,3982,6342,3175,3167
2021,Doddridge County,West Virginia,7929,4371,3558,122.8,287,347,304,712,337,914,1000,1121,858,367,1012,563,107,46.2,1202,6865,6727,6209,1894,1682,6727,3776,2951,128.0,1682,848,834,101.7,7929,7813,116,7813,7674,128,11,0,0,0,0,0,0,54,17,0,0,0,0,0,0,0,0,0,0,0,0,116,15,48,0,0,7929,7790,144,60,0,0,52,7929,74,13,39,13,9,7855,7608,120,11,0,0,0,116,52,64,3324,6727,3776,2951
2021,Fayette County,West Virginia,41056,20745,20311,102.1,2112,2501,2456,2317,2156,4404,4958,5392,2798,3276,5284,2450,952,44.4,8527,33641,32529,31341,10617,8686,32529,16400,16129,101.7,8686,3987,4699,84.8,41056,40365,691,40365,38194,2034,68,18,0,0,0,14,0,54,19,0,14,0,0,0,0,18,0,18,0,0,37,691,206,265,10,0,41056,38846,2349,333,24,70,234,41056,522,111,2,0,409,40534,37845,2033,68,14,18,0,556,62,494,19392,32431,16367,16064
2021,Gilmer County,West Virginia,7516,4399,3117,141.1,327,263,357,671,722,910,1065,966,545,439,712,435,104,40.0,1127,6511,6389,5763,1505,1251,6389,3792,2597,146.0,1251,608,643,94.6,7516,7305,211,7305,6168,878,25,0,0,0,8,82,0,54,21,0,41,32,0,0,9,0,0,0,0,0,152,211,0,43,34,0,7516,6321,901,150,116,23,263,7516,317,112,55,0,150,7199,6029,877,17,82,0,53,141,56,85,3123,6229,3686,2543
2021,Grant County,West Virginia,11063,5556,5507,100.9,631,598,552,665,508,1162,1190,1473,892,762,1529,888,213,46.3,2171,9191,8892,8522,2987,2630,8892,4445,4447,100.0,2630,1281,1349,95.0,11063,10935,128,10935,10656,192,0,0,0,0,0,32,0,54,23,0,0,32,0,0,0,35,0,0,35,0,20,128,0,106,16,0,11063,10784,192,106,48,35,26,11063,33,0,13,0,20,11030,10643,192,0,32,35,0,128,6,122,5705,8867,4445,4422
2021,Greenbrier County,West Virginia,33307,16360,16947,96.5,1730,1794,1828,1770,1605,3682,3828,4219,2260,2944,4591,2142,914,46.3,6536,27554,26771,25871,9385,7647,26771,12993,13778,94.3,7647,3496,4151,84.2,33307,32016,1291,32016,30880,634,22,22,0,0,0,248,20,54,25,48,19,0,0,160,1,0,0,0,0,0,232,1291,285,300,39,0,33307,32138,981,377,320,225,638,33307,667,334,88,0,245,32640,30409,628,22,248,0,165,1168,283,885,17988,26577,12907,13670
2021,Hampshire County,West Virginia,23214,11890,11324,105.0,1084,1183,1515,1333,1087,2311,2503,3284,1455,2200,3228,1557,474,47.3,4682,19185,18532,17823,6567,5259,18532,9487,9045,104.9,5259,2675,2584,103.5,23214,22415,799,22415,22215,170,6,0,0,0,0,11,0,54,27,0,0,0,0,0,11,0,0,0,0,0,13,799,234,140,232,0,23214,23014,404,149,243,0,206,23214,268,119,49,0,100,22946,21983,159,6,11,0,8,779,190,589,12597,18510,9476,9034
2021,Hancock County,West Virginia,29223,14337,14886,96.3,1328,1496,1737,1474,1542,2984,3246,4008,2395,2145,4074,1786,1008,47.1,5605,24402,23618,22900,8244,6868,23618,11378,12240,93.0,6868,3045,3823,79.6,29223,28365,858,28365,27517,572,6,6,0,0,0,127,12,54,29,20,18,12,28,2,35,96,96,0,0,0,47,858,267,180,47,11,29223,28326,981,263,214,96,294,29223,465,141,96,50,178,28758,27231,572,6,127,96,8,718,127,591,14262,23549,11336,12213
2021,Hardy County,West Virginia,14269,7486,6783,110.4,836,946,665,721,618,1842,1490,1850,760,1317,1952,1018,254,45.1,2915,11597,11354,10848,4051,3224,11354,5862,5492,106.7,3224,1677,1547,108.4,14269,13768,501,13768,13023,569,0,0,0,0,0,74,0,54,31,74,0,0,0,0,0,2,2,0,0,0,100,501,60,36,0,0,14269,13524,629,36,74,2,505,14269,682,39,603,0,40,13587,12846,569,0,74,2,0,96,0,96,8141,11287,5815,5472
2021,Harrison County,West Virginia,66222,32654,33568,97.3,3608,3725,4501,3809,3476,7695,8401,8657,4479,5075,7464,3686,1646,42.1,14270,53441,51952,49752,15743,12796,51952,25334,26618,95.2,12796,5745,7051,81.5,66222,64055,2167,64055,62385,849,43,1,1,0,0,445,121,54,33,38,55,37,71,61,62,20,20,0,0,0,313,2167,714,488,103,0,66222,64549,1601,559,563,235,962,66222,1157,204,195,9,749,65065,61834,844,31,445,20,12,1879,394,1485,30635,51744,25213,26531
2021,Jackson County,West Virginia,28011,13893,14118,98.4,1423,1877,1662,1629,1368,3099,3249,3764,2371,1871,3209,1700,789,43.6,6063,22771,21948,21164,6705,5698,21948,10756,11192,96.1,5698,2554,3144,81.2,28011,27465,546,27465,27199,71,92,0,0,0,0,103,0,54,35,20,27,7,19,0,30,0,0,0,0,0,0,546,303,19,15,0,28011,27745,374,111,118,14,195,28011,285,172,0,0,113,27726,27027,71,92,103,0,0,433,82,351,12959,21849,10725,11124
2021,Jefferson County,West Virginia,57542,28602,28940,98.8,3006,3564,3787,3882,3336,6275,7564,8457,4393,3967,5924,2565,822,41.0,12724,46507,44818,42434,11374,9311,44818,22125,22693,97.5,9311,4392,4919,89.3,57542,54195,3347,54195,48920,3158,76,1,8,0,0,866,66,54,37,169,163,22,59,7,380,0,0,0,0,0,1175,3347,1042,505,225,70,57542,52062,4476,798,1229,66,2464,57542,3558,1215,689,71,1583,53984,47198,3158,15,866,0,647,2100,186,1914,23607,43857,21758,22099
2021,Kanawha County,West Virginia,181953,88180,93773,94.0,9400,10447,10334,10230,9827,22204,21958,22992,13707,13261,22698,9973,4922,43.5,36649,149748,145304,139809,46046,37593,145304,69658,75646,92.1,37593,16564,21029,78.8,181953,174893,7060,174893,159654,12365,215,89,9,0,3,2122,938,54,39,152,182,81,69,39,661,176,12,0,0,164,361,7060,3473,914,487,126,181953,165939,17117,1491,2709,197,2102,181953,2095,831,392,294,578,179858,158622,12220,208,2106,176,125,6401,1083,5318,90662,144043,68988,75055
2021,Lewis County,West Virginia,16966,8474,8492,99.8,902,1124,991,895,850,1962,2010,2332,1415,1032,2102,983,368,43.6,3593,13820,13373,12912,4267,3453,13373,6629,6744,98.3,3453,1632,1821,89.6,16966,16305,661,16305,16032,36,84,64,0,0,0,103,0,54,41,0,64,0,39,0,0,0,0,0,0,0,50,661,56,19,83,0,16966,16693,92,103,186,0,553,16966,228,51,26,0,151,16738,15976,36,84,103,0,21,518,360,158,8178,13373,6629,6744
2021,Lincoln County,West Virginia,20625,10279,10346,99.4,1119,1349,1325,1156,1044,2093,2659,2858,1345,1692,2449,1174,362,42.7,4621,16566,16004,15504,5137,3985,16004,7889,8115,97.2,3985,1889,2096,-666666666.0,20625,20399,226,20399,20121,122,34,34,0,0,0,84,0,54,43,0,58,0,0,0,26,38,23,0,15,0,0,226,56,76,1,0,20625,20347,178,110,85,48,83,20625,143,123,12,8,0,20482,20016,122,34,84,15,0,211,78,133,9598,15935,7889,8046
2021,Logan County,West Virginia,32786,16215,16571,97.9,1814,1447,2361,1817,1679,3617,4231,4312,2322,2361,4238,1896,691,44.0,6824,26857,25962,24993,8254,6825,25962,12688,13274,95.6,6825,3014,3811,79.1,32786,32210,576,32210,31554,463,0,0,0,0,0,188,0,54,45,9,30,149,0,0,0,5,0,0,0,5,0,576,213,108,8,0,32786,32130,676,143,196,5,247,32786,337,234,2,24,77,32449,31439,463,0,188,5,0,354,25,329,14984,25962,12688,13274
2021,McDowell County,West Virginia,19334,9717,9617,101.0,953,1229,1020,975,842,2096,2348,2463,1334,1838,2660,1173,403,46.1,3862,15958,15472,14996,5313,4236,15472,7677,7795,98.5,4236,1959,2277,86.0,19334,18979,355,18979,17350,1584,18,0,0,0,0,10,0,54,47,0,10,0,0,0,0,0,0,0,0,0,17,355,222,56,17,0,19334,17705,1806,74,27,0,77,19334,266,98,24,0,144,19068,17156,1573,18,10,0,4,307,12,295,9563,15331,7543,7788
2021,Marion County,West Virginia,56256,28061,28195,99.5,3118,3202,3129,3629,4503,6859,6688,6991,3586,3797,6467,3181,1106,40.4,11352,46014,44904,42240,13060,10754,44904,22130,22774,97.2,10754,4912,5842,84.1,56256,54723,1533,54723,52338,1717,94,47,0,0,0,191,3,54,49,79,14,56,0,0,39,1,1,0,0,0,382,1533,502,294,140,34,56256,53704,2426,589,470,28,751,56256,770,326,97,22,325,55486,51852,1715,93,191,1,298,1336,205,1131,26300,44686,21964,22722
2021,Marshall County,West Virginia,30813,15453,15360,100.6,1489,1617,1765,1656,1473,3444,3505,4123,2252,2626,4254,2046,563,46.1,5945,25520,24868,23912,8354,6863,24868,12385,12483,99.2,6863,3094,3769,82.1,30813,30155,658,30155,29569,192,10,3,0,0,0,66,5,54,51,2,11,19,0,29,0,99,99,0,0,0,219,658,99,161,104,0,30813,30218,342,249,174,99,467,30813,293,54,95,0,144,30520,29489,192,10,66,99,190,474,66,408,14870,24807,12364,12443
2021,Mason County,West Virginia,25667,12573,13094,96.0,1321,1409,1629,1490,1237,2817,3137,3302,1846,2069,3176,1588,646,44.2,5393,21002,20274,19645,6592,5410,20274,9666,10608,91.1,5410,2466,2944,83.8,25667,25140,527,25140,24736,93,14,0,11,0,0,248,22,54,53,5,46,0,0,76,99,0,0,0,0,0,49,527,52,255,30,0,25667,25263,155,279,278,0,229,25667,202,13,20,60,109,25465,24617,93,11,248,0,49,447,110,337,12268,20257,9665,10592
2021,Mercer County,West Virginia,59892,28849,31043,92.9,3255,4075,3048,3627,3612,6785,6824,7439,3432,4709,7777,3808,1501,43.4,12383,48882,47509,45011,15931,13086,47509,22493,25016,89.9,13086,5806,7280,79.8,59892,57767,2125,57767,53963,3535,34,12,0,0,0,153,66,54,55,22,40,3,16,6,0,0,0,0,0,0,82,2125,840,341,471,0,59892,56088,4395,385,644,17,518,59892,733,280,268,24,161,59159,53656,3461,18,153,0,25,1846,347,1499,29415,47234,22353,24881
2021,Mineral County,West Virginia,27045,13582,13463,100.9,1246,1324,1851,1774,1382,3111,2932,3784,1659,2081,3598,1751,552,44.6,5458,22417,21587,20425,7142,5901,21587,10734,10853,98.9,5901,2752,3149,87.4,27045,26411,634,26411,25390,795,1,0,0,0,0,77,0,54,57,0,60,17,0,0,0,0,0,0,0,0,148,634,90,141,201,1,27045,26023,886,143,278,0,349,27045,278,16,185,0,77,26767,25158,785,1,77,0,139,607,174,433,12541,21562,10734,10828
2021,Mingo County,West Virginia,23821,11671,12150,96.1,1379,1179,1736,1458,1083,2506,2903,3107,1728,1940,3200,1286,316,44.3,5320,19279,18501,17894,5871,4802,18501,8855,9646,91.8,4802,2146,2656,80.8,23821,23529,292,23529,22836,646,0,0,0,0,0,30,0,54,59,1,29,0,0,0,0,0,0,0,0,0,17,292,142,108,15,0,23821,23128,788,108,45,0,44,23821,39,0,0,0,39,23782,22797,646,0,30,0,17,292,27,265,11659,18500,8855,9645
2021,Monongalia County,West Virginia,105695,54633,51062,107.0,5037,4704,4875,8667,16037,17170,13423,11011,5603,5835,8387,3760,1186,32.7,17422,90243,88273,78740,16934,13333,88273,45572,42701,106.7,13333,6212,7121,87.2,105695,102139,3556,102139,93791,3832,62,22,0,0,0,3681,1220,54,61,1050,526,59,143,383,300,1,0,0,0,1,772,3556,1492,586,630,0,105695,97276,5452,748,4438,103,1414,105695,2325,832,340,120,1033,103370,92413,3823,48,3681,1,509,2895,271,2624,49161,85081,43676,41405
2021,Monroe County,West Virginia,12492,6437,6055,106.3,582,747,726,861,416,1292,1346,1609,876,999,1785,953,300,46.0,2550,10227,9942,9441,3775,3038,9942,4981,4961,100.4,3038,1449,1589,91.2,12492,12173,319,12173,12102,70,0,0,0,0,0,0,0,54,63,0,0,0,0,0,0,0,0,0,0,0,1,319,124,133,13,2,12492,12419,227,166,13,0,17,12492,139,39,0,9,91,12353,11967,70,0,0,0,0,316,13,303,6387,9868,4941,4927
2021,Morgan County,West Virginia,17144,8661,8483,102.1,679,785,973,1229,540,1823,1817,2443,1368,1512,2481,1211,283,48.5,3040,14503,14104,13369,5034,3975,14104,7169,6935,103.4,3975,1900,2075,91.6,17144,16619,525,16619,16219,42,172,6,0,0,0,20,0,54,65,0,0,0,20,0,0,0,0,0,0,0,166,525,102,302,33,18,17144,16726,162,492,53,0,236,17144,306,78,34,0,194,16838,16125,42,172,20,0,117,362,24,338,9166,14028,7132,6896
2021,Nicholas County,West Virginia,24770,12415,12355,100.5,1185,1531,1353,1271,1199,2576,2881,3306,1603,2101,3495,1706,563,45.8,4931,20520,19839,19263,7138,5764,19839,9858,9981,98.8,5764,2791,2973,93.9,24770,24188,582,24188,24033,64,33,31,0,0,0,58,0,54,67,11,23,2,0,0,22,0,0,0,0,0,0,582,30,461,65,0,24770,24615,120,520,123,0,0,24770,60,0,0,39,21,24710,23973,64,33,58,0,0,582,0,582,12572,19719,9776,9943
