year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_american_indian_and.5,race_total_population_one_race_american_indian_and.6,state_fips,county_fips,race_total_population_one_race_american_indian_and.7,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2023,Columbia County,Florida,70755,36505,34250,106.6,3978,4976,4120,4150,4183,8259,9177,8060,4750,4959,8497,4621,1025,40.7,15746,56731,55009,52810,17235,14143,55009,28142,26867,104.7,14143,6699,7444,90.0,70755,65985,4770,65985,51524,11658,116,0,0,0,0,0,0,12,23,116,660,74,41,296,4,54,135,56,29,0,22,0,7,1998,4770,1300,670,204,2275,27,8,70755,56180,13037,1062,905,73,4491,70755,5258,1183,1880,541,1654,65497,50036,11496,43,657,29,595,2641,425,2216,30066,53824,27543,26281
2023,DeSoto County,Florida,34719,19099,15620,122.3,1729,1308,1959,2044,2084,4699,4410,4134,2066,2032,4550,2768,936,42.8,6291,29403,28428,27289,9379,8254,28428,16266,12162,133.7,8254,4193,4061,103.3,34719,31209,3510,31209,23502,4463,116,71,0,0,0,0,0,12,27,45,12,0,0,0,0,12,0,0,22,0,0,0,22,3094,3510,347,139,34,2727,13,14,34719,26977,4902,456,131,65,6014,34719,10334,7884,541,690,1219,24385,19264,4392,45,12,22,66,584,139,445,15713,25710,14225,11485
2023,Dixie County,Florida,16952,9312,7640,121.9,715,822,933,916,742,2046,2195,1983,950,1643,2375,1359,273,45.8,3085,14177,13867,13400,5211,4007,13867,7684,6183,124.3,4007,2116,1891,111.9,16952,15694,1258,15694,14427,1119,49,0,0,0,0,0,0,12,29,49,73,47,0,4,0,0,0,22,0,0,0,0,0,26,1258,415,159,39,346,119,0,16952,15548,1805,507,140,0,381,16952,759,107,90,146,416,16193,14083,1073,49,73,0,12,903,0,903,9365,13632,7586,6046
2023,Duval County,Florida,1007189,488813,518376,94.3,64599,62845,63355,59827,63999,161390,134522,119154,63691,62937,92452,41929,16489,36.7,226707,804832,780482,744139,188422,150870,780482,373055,407427,91.6,150870,65021,85849,75.7,1007189,911994,95195,911994,531480,291322,2004,114,17,235,0,6,0,12,31,1632,48352,12026,4145,15743,933,1816,4457,9232,691,191,98,22,380,38145,95195,16725,4952,9321,48052,1670,2961,1007189,617269,319488,12355,63988,3655,93428,1007189,118365,20257,37959,17036,43113,888824,496520,286983,1066,47857,607,7216,48575,10469,38106,445946,736912,351090,385822
2023,Escambia County,Florida,323275,159462,163813,97.3,18752,19179,18697,21906,24411,47058,37665,35545,21963,21039,33954,16428,6678,38.1,67902,263077,255373,240138,70160,57060,255373,124769,130604,95.5,57060,24901,32159,77.4,323275,294283,28992,294283,208075,68374,965,0,5,29,0,19,0,12,33,912,9311,566,1607,3599,570,456,1520,993,340,82,11,58,189,7218,28992,6879,3603,4233,9046,735,433,323275,234578,78949,6639,15768,1652,17442,323275,21413,7958,3634,1380,8441,301862,200929,67970,696,9071,320,1527,21349,3563,17786,147678,247029,120562,126467
2023,Flagler County,Florida,121710,58808,62902,93.5,4359,5432,6192,6093,5246,10781,12055,14106,8102,11511,21849,12111,3873,52.6,19878,104327,101832,98574,45447,37833,101832,48693,53139,91.6,37833,17950,19883,90.3,121710,112588,9122,112588,93957,11420,134,0,27,0,0,0,0,12,35,107,2825,672,452,696,197,62,372,374,151,0,0,0,151,4101,9122,1369,683,737,4913,250,308,121710,102135,13771,1384,4041,404,9617,121710,13595,2842,4576,1692,4485,108115,89205,11167,131,2664,151,460,4337,843,3494,58520,97685,46622,51063
2023,Franklin County,Florida,12418,6924,5494,126.0,455,671,469,475,437,1664,1495,1485,1055,955,1981,1115,161,49.2,1901,10673,10517,10202,3856,3257,10517,5790,4727,122.5,3257,1617,1640,98.6,12418,11478,940,11478,9934,1355,16,0,0,0,0,0,0,12,37,16,39,0,0,8,0,0,0,31,0,0,0,0,0,134,940,151,107,0,631,0,29,12418,10843,1550,127,44,0,814,12418,675,114,276,86,199,11743,9801,1330,8,39,0,10,555,282,273,8476,10227,5542,4685
2023,Gadsden County,Florida,43642,20907,22735,92.0,2550,2563,2906,2705,2324,4759,5643,5515,2706,3486,5285,2619,581,42.0,9691,35044,33951,32409,10465,8485,33951,16035,17916,89.5,8485,3757,4728,79.5,43642,41523,2119,41523,14775,24028,493,0,14,99,0,0,0,12,39,380,59,0,27,16,0,0,0,16,0,0,0,0,0,2168,2119,279,197,10,1315,18,183,43642,16687,24575,790,164,6,3687,43642,5180,2920,400,306,1554,38462,13744,23848,46,59,0,37,728,179,549,19100,32699,15389,17310
2023,Gilchrist County,Florida,18494,9599,8895,107.9,998,955,1175,980,1240,2176,2185,2266,1422,1360,2175,1092,470,42.7,3851,15129,14643,14168,4664,3737,14643,7499,7144,105.0,3737,1700,2037,83.5,18494,17554,940,17554,16476,592,83,0,0,0,0,0,0,12,41,83,42,0,0,42,0,0,0,0,2,0,2,0,0,359,940,111,290,96,418,9,5,18494,17391,717,382,149,13,782,18494,1378,378,312,160,528,17116,15893,561,17,42,2,46,555,47,508,7697,14135,7274,6861
2023,Glades County,Florida,12324,6955,5369,129.5,365,448,518,510,892,1676,1576,1533,856,677,1560,1410,303,45.8,1686,10930,10638,10336,3632,3273,10638,6187,4451,139.0,3273,1726,1547,111.6,12324,10842,1482,10842,7927,1862,385,0,0,0,0,0,0,12,43,385,43,3,0,33,0,0,0,7,0,0,0,0,0,625,1482,10,41,47,1361,7,4,12324,9392,1891,443,96,0,1996,12324,3089,1936,76,452,625,9235,6790,1812,356,43,0,111,123,26,97,6612,9861,5849,4012
2023,Gulf County,Florida,14772,8477,6295,134.7,526,555,714,609,664,1928,2016,1964,1188,1139,2208,1058,203,47.3,2189,12947,12583,12291,4294,3469,12583,7308,5275,138.5,3469,1713,1756,97.6,14772,14052,720,14052,11680,2075,119,0,0,57,0,0,0,12,45,62,67,60,0,7,0,0,0,0,18,0,18,0,0,93,720,114,171,54,283,0,0,14772,12397,2215,385,124,18,448,14772,656,200,145,94,217,14116,11414,2037,29,67,18,12,539,177,362,9142,12328,7095,5233
2023,Hamilton County,Florida,13445,7473,5972,125.1,653,734,963,663,705,2143,1549,1551,836,1014,1631,799,204,40.6,2769,10993,10676,10341,3236,2634,10676,6070,4606,131.8,2634,1229,1405,87.5,13445,12935,510,12935,7889,4327,216,15,0,65,0,0,0,12,47,136,66,0,0,47,0,0,5,14,0,0,0,0,0,437,510,60,100,0,208,9,52,13445,8257,4504,342,130,51,714,13445,1478,604,251,324,299,11967,7424,4146,71,66,0,5,255,25,230,5638,10417,5973,4444
2023,Hardee County,Florida,25508,13783,11725,117.6,1613,1631,2092,1690,1745,3511,3079,3176,1363,1451,2378,1225,554,35.9,6410,19833,19098,18177,4847,4157,19098,10446,8652,120.7,4157,1998,2159,92.5,25508,21059,4449,21059,15664,1666,510,90,0,262,0,61,0,12,49,97,282,1,0,89,0,0,4,188,0,0,0,0,0,2937,4449,338,167,12,3606,0,38,25508,20018,2113,695,407,123,6709,25508,10713,7809,1349,381,1174,14795,12010,1642,4,282,0,56,801,124,677,9884,17406,9471,7935
2023,Hendry County,Florida,40798,22360,18438,121.3,3010,2303,3248,2962,3066,5324,5598,5169,2493,2085,3172,1869,499,35.7,10288,31734,30510,28637,6855,5540,30510,16937,13573,124.8,5540,2700,2840,95.1,40798,31087,9711,31087,22532,4394,1047,0,0,166,0,0,0,12,51,881,429,277,88,24,0,0,0,40,0,0,0,0,0,2685,9711,126,171,0,9041,5,299,40798,31912,4863,1266,471,23,12055,40798,23074,12338,1360,5123,4253,17724,11888,4313,500,429,0,136,458,200,258,15639,24711,12942,11769
2023,Hernando County,Florida,201512,97885,103627,94.5,8760,9705,11902,10822,9442,21770,22123,24133,14065,15263,29275,18323,5929,48.1,37366,168837,164146,158258,62604,53527,164146,78908,85238,92.6,53527,24918,28609,87.1,201512,181190,20322,181190,158608,10078,496,0,9,25,0,0,0,12,53,462,2779,477,430,751,66,84,389,582,188,98,21,0,69,9041,20322,2990,1076,847,12465,67,1345,201512,177315,15339,2489,3977,483,23663,201512,32348,3059,16674,4934,7681,169164,147951,9550,414,2728,188,1642,6691,1527,5164,90991,159477,76404,83073
2023,Highlands County,Florida,103808,50834,52974,96.0,4280,4755,5303,4759,4216,9478,10024,9977,6021,7695,17907,14455,4938,54.2,17477,88485,86331,83737,41981,37300,86331,41978,44353,94.6,37300,17691,19609,90.2,103808,93705,10103,93705,75374,9763,619,147,34,180,0,0,0,12,55,258,1559,470,135,676,17,12,86,163,32,0,0,10,22,6358,10103,1224,770,237,6760,19,457,103808,84936,11776,1610,1867,304,13822,103808,22310,8325,7201,3435,3349,81498,66658,9508,150,1559,32,575,3016,699,2317,58086,81618,39018,42600
2023,Hillsborough County,Florida,1489634,733382,756252,97.0,85682,90357,93207,95894,94916,222343,210427,194465,94938,86284,132743,64072,24306,37.8,325024,1201885,1164610,1106134,271077,221121,1164610,566274,598336,94.6,221121,98487,122634,80.3,1489634,1231234,258400,1231234,816520,244347,5096,1843,26,305,0,47,0,12,57,2875,65910,28692,8530,7301,1344,1994,8827,9222,1263,100,601,175,387,98098,258400,25058,6636,10910,184228,1552,11499,1489634,1056128,295193,18808,84153,3532,304532,1489634,441871,76088,116221,107961,141601,1047763,682693,232451,1135,64120,1005,10679,55680,11807,43873,618220,1045526,503174,542352
2023,Holmes County,Florida,19626,10452,9174,113.9,989,912,1355,1067,1072,2609,2370,2583,1321,1382,2272,1197,497,42.4,4030,16144,15596,14962,4702,3966,15596,8422,7174,117.4,3966,1831,2135,85.8,19626,18683,943,18683,16650,1310,151,0,0,0,0,0,0,12,59,151,89,5,1,0,0,0,4,79,0,0,0,0,0,483,943,117,250,64,290,0,50,19626,17460,1558,402,301,25,912,19626,697,358,82,39,218,18929,16569,1300,151,85,0,33,791,253,538,8642,15518,8375,7143
2023,Indian River County,Florida,163856,79409,84447,94.0,6295,6913,7120,7576,7487,13769,15630,17138,12462,13443,29397,18429,8197,55.0,24975,142174,138881,134803,64283,56023,138881,66469,72412,91.8,56023,26023,30000,86.7,163856,147989,15867,147989,126618,13211,689,342,0,0,0,0,0,12,61,347,2451,489,391,252,189,68,639,423,0,0,0,0,0,5020,15867,2432,708,904,10564,207,442,163856,141680,16435,1989,3522,143,16413,163856,22009,8040,4273,2762,6934,141847,119812,13104,332,2360,0,898,5341,1455,3886,85093,133600,63890,69710
2023,Jackson County,Florida,47652,25789,21863,118.0,2430,2595,2377,2762,2602,6090,6611,6047,3264,2913,5580,3255,1126,42.9,9065,39859,38587,37079,11792,9961,38587,21059,17528,120.1,9961,4470,5491,81.4,47652,45007,2645,45007,31746,12107,140,7,0,5,0,0,0,12,63,128,287,128,33,28,0,0,20,78,50,0,2,48,0,677,2645,600,504,126,1191,58,44,47652,34237,12923,751,485,54,1913,47652,2432,880,530,279,743,45220,30749,12060,81,282,50,115,1883,494,1389,20061,38202,20851,17351
2023,Jefferson County,Florida,14713,7680,7033,109.2,604,571,805,896,878,1673,1521,1886,1187,1087,2147,1196,262,47.0,2529,12543,12184,11693,4184,3605,12184,6300,5884,107.1,3605,1674,1931,86.7,14713,14043,670,14043,9238,4434,14,0,0,0,0,0,0,12,65,14,103,5,0,77,13,0,0,8,6,0,6,0,0,248,670,318,116,9,187,1,0,14713,9881,4766,131,128,42,435,14713,704,386,140,57,121,14009,8849,4416,14,103,6,68,553,104,449,6815,12026,6179,5847
2023,Lafayette County,Florida,8035,4742,3293,144.0,324,473,415,448,501,1114,1268,870,412,598,971,468,173,41.8,1456,6726,6579,6242,1921,1612,6579,3903,2676,145.9,1612,732,880,83.2,8035,7692,343,7692,6169,1419,21,18,0,0,0,0,0,12,67,3,2,0,0,2,0,0,0,0,0,0,0,0,0,81,343,40,38,3,231,0,0,8035,6492,1470,85,5,0,337,8035,956,692,60,103,101,7079,5583,1404,3,2,0,0,87,0,87,3334,6365,3689,2676
2023,Lake County,Florida,398696,194084,204612,94.9,18798,21948,21624,20786,18880,44006,45471,46531,25916,28581,57015,36701,12439,46.7,76072,331683,322624,312375,124501,106155,322624,154997,167627,92.5,106155,48950,57205,85.6,398696,346023,52673,346023,281556,40334,893,225,0,0,0,6,0,12,69,662,8371,3610,958,1072,321,182,1594,634,573,0,322,0,251,14296,52673,4926,2306,1876,35899,478,3993,398696,328717,52007,4848,11741,931,55825,398696,71545,11914,31611,6617,21403,327151,260319,39144,361,8263,508,2921,15635,5144,10491,182666,307884,146883,161001
2023,Lee County,Florida,792692,389853,402839,96.8,35395,36968,39613,41403,39342,84700,83849,89225,53355,59362,121900,81245,26335,49.3,136461,672618,656231,630629,263979,229480,656231,319886,336345,95.1,229480,109485,119995,91.2,792692,673986,118706,673986,558482,63125,4708,844,0,2971,0,39,0,12,71,854,13395,2705,3038,2668,298,399,2088,2199,383,32,65,94,192,33893,118706,7200,3183,3232,93930,373,4010,792692,671116,79156,11169,18419,1161,136246,792692,187055,37069,35334,53142,61510,605637,504628,60490,504,13271,298,4439,22007,7472,14535,430243,592852,287484,305368
2023,Leon County,Florida,295335,139811,155524,89.9,14560,14985,15835,28486,44321,40831,33733,29573,14608,15857,26242,11984,4320,31.9,54931,246260,240404,209900,52196,42546,240404,111812,128592,87.0,42546,18722,23824,78.6,295335,274326,21009,274326,166854,90582,453,186,17,37,0,10,0,12,73,203,10185,3480,2304,1506,209,422,838,1426,118,18,25,0,75,6134,21009,4454,1500,2312,9888,267,654,295335,186369,97277,2818,13558,567,17193,295335,23394,4515,3320,4105,11454,271941,159105,89723,153,10134,118,1436,11272,1932,9340,135906,231773,107475,124298
2023,Levy County,Florida,44276,21641,22635,95.6,2183,2147,2854,2389,2036,4878,4483,5371,3239,3637,6404,3725,930,47.1,8687,36482,35589,34318,13696,11059,35589,17282,18307,94.4,11059,5457,5602,97.4,44276,41522,2754,41522,36408,3705,96,23,0,12,0,0,0,12,75,61,391,62,137,54,47,6,0,85,15,0,0,0,15,907,2754,732,493,101,1318,0,34,44276,39098,4506,614,522,26,2309,44276,4365,1521,1235,506,1103,39911,34138,3643,57,372,9,155,1537,251,1286,21197,34454,16758,17696
2023,Liberty County,Florida,7650,4338,3312,131.0,280,438,343,550,539,1244,1068,1112,486,537,599,349,105,39.1,1468,6456,6182,5972,1407,1053,6182,3617,2565,141.0,1053,596,457,130.4,7650,7208,442,7208,5914,1004,28,0,0,0,0,0,0,12,77,28,16,6,0,0,4,0,6,0,0,0,0,0,0,246,442,75,140,64,127,9,4,7650,6323,1095,200,80,0,400,7650,544,261,62,21,200,7106,5729,985,28,16,0,15,333,88,245,3209,6065,3513,2552
2023,Madison County,Florida,18113,9535,8578,111.2,867,681,1138,958,827,2312,2325,2312,1195,1402,2525,1160,411,44.9,3220,15248,14893,14344,5208,4096,14893,7784,7109,109.5,4096,1901,2195,86.6,18113,17222,891,17222,10161,6604,38,6,0,1,0,0,0,12,79,31,25,1,1,0,0,21,2,0,0,0,0,0,0,394,891,70,168,0,447,45,125,18113,10865,6863,273,30,0,1002,18113,1005,217,179,160,449,17108,9763,6508,27,25,0,101,684,396,288,8392,14542,7545,6997
2023,Manatee County,Florida,416020,201855,214165,94.3,18216,19943,22049,20593,19743,43027,44317,48739,29508,32460,63414,40477,13534,49.4,73687,351112,342333,331851,137428,117425,342333,164611,177722,92.6,117425,54465,62960,86.5,416020,372532,43488,372532,310362,32970,2061,1008,0,331,0,0,0,12,81,722,9170,1856,1560,1603,217,489,2707,738,333,95,109,91,38,17636,43488,5871,1907,2397,30071,184,1089,416020,352159,41227,5120,12144,532,50089,416020,74279,30951,13183,7883,22262,341741,284736,32353,312,8848,233,1444,13815,3542,10273,214510,317721,151752,165969
2023,Marion County,Florida,387697,187158,200539,93.3,18319,18965,22744,19719,18454,42270,40374,41924,27005,26467,60040,38573,12843,48.2,72932,323504,314765,304661,126923,111456,314765,149632,165133,90.6,111456,51349,60107,85.4,387697,346562,41135,346562,278140,48781,1012,101,0,161,0,32,0,12,83,718,6113,2313,782,884,426,355,814,539,77,0,42,0,35,12439,41135,3670,2412,2271,28193,166,1794,387697,316310,56314,5358,9142,272,43964,387697,61736,9534,28421,7332,16449,325961,258819,47151,529,5984,77,1867,11534,2481,9053,183453,303105,143629,159476
2023,Martin County,Florida,160464,79428,81036,98.0,6391,7443,7201,7664,7108,14661,15460,18299,11404,13841,25312,18866,6814,53.2,26076,137423,134388,130467,59672,50992,134388,66359,68029,97.5,50992,23652,27340,86.5,160464,146196,14268,146196,129803,8071,773,15,6,84,0,0,0,12,85,668,2271,468,550,737,10,95,115,296,51,31,0,17,3,5227,14268,1286,803,682,10276,33,348,160464,143477,9913,2039,3197,233,16344,160464,24690,6058,3663,2894,12075,135774,121185,7876,118,2211,51,384,3949,1291,2658,82297,127200,62146,65054
2023,Miami-Dade County,Florida,2685296,1315940,1369356,96.1,147638,143817,155247,156153,157208,364721,369136,384068,192301,162893,248024,139796,64294,40.8,540695,2208561,2144601,2051335,544255,452114,2144601,1040111,1104490,94.2,452114,190467,261647,72.8,2685296,1658138,1027158,1658138,990981,414760,6369,479,126,1772,0,24,0,12,86,3968,41937,11383,11725,5755,1059,1681,2211,8123,635,107,280,55,193,203456,1027158,16984,3371,7520,950082,744,24832,2685296,1985768,471845,16672,59178,2808,1194998,2685296,1846781,59338,86363,940935,760145,838515,345749,392563,2037,39484,531,13859,44292,19602,24690,1085414,1627425,769710,857715
2023,Monroe County,Florida,81840,42374,39466,107.4,3552,3251,3943,3304,3291,9209,10206,11339,6737,7120,11862,6293,1733,48.9,12769,70601,69071,67453,23959,19888,69071,35836,33235,107.8,19888,10270,9618,106.8,81840,69737,12103,69737,59390,6070,69,0,0,8,0,0,0,12,87,61,959,146,146,218,5,46,86,312,34,0,34,0,0,3215,12103,399,662,670,9650,0,143,81840,71249,6846,858,1949,103,13429,81840,19611,1539,1242,10962,5868,62229,53020,5485,2,870,17,580,2255,468,1787,54418,62974,32761,30213
2023,Nassau County,Florida,94653,46910,47743,98.3,4484,5706,5085,4750,4240,10626,11084,11901,7505,7175,13367,7127,1603,46.3,18521,78081,76132,73882,26428,22097,76132,37218,38914,95.6,22097,10423,11674,89.3,94653,89748,4905,89748,81326,5250,264,2,0,130,0,0,0,12,89,132,1212,104,548,260,43,20,213,24,27,20,7,0,0,1669,4905,1110,643,455,2352,0,0,94653,86164,6570,977,1752,116,4237,94653,5052,1781,872,529,1870,89601,79754,5204,132,1201,27,569,2714,649,2065,43565,74948,36703,38245
2023,Okaloosa County,Florida,214281,108812,105469,103.2,13396,14075,13222,11784,14130,33100,28290,22946,13687,14545,21181,10411,3514,37.3,48437,171279,165844,159286,43611,35106,165844,84247,81597,103.2,35106,16210,18896,85.8,214281,193111,21170,193111,156300,20037,747,271,0,0,0,0,0,12,91,476,7140,1227,373,2466,274,584,792,1424,561,172,41,67,281,8326,21170,3459,1923,2936,8317,138,234,214281,175890,26186,4012,11685,1665,18897,214281,23230,8002,3939,763,10526,191051,150139,19688,364,6833,184,1041,12802,2646,10156,102475,158159,80517,77642
2023,Okeechobee County,Florida,40249,21715,18534,117.2,2326,2194,2480,2614,1974,5036,5365,4790,2561,2837,4262,3000,810,40.7,8614,32774,31635,30279,9774,8072,31635,16913,14722,114.9,8072,3810,4262,89.4,40249,35726,4523,35726,29240,3262,61,0,0,0,0,0,0,12,93,61,379,0,29,244,0,0,49,57,9,0,9,0,0,2775,4523,363,401,80,3295,40,45,40249,33452,3840,643,633,23,6247,40249,10281,7430,576,788,1487,29968,25254,3100,61,355,9,122,1067,108,959,18532,29269,15529,13740
2023,Orange County,Florida,1440471,709185,731286,97.0,82213,84303,90149,96884,105567,232493,211937,187246,87283,78715,111874,51516,20291,36.4,310666,1164273,1129805,1066134,229297,183681,1129805,550427,579378,95.0,183681,81135,102546,79.1,1440471,1170227,270244,1170227,671615,292616,3785,701,0,750,4,0,0,12,95,2330,76973,25341,14527,9989,1584,2523,14372,8637,1395,361,167,211,656,123843,270244,17499,4886,11851,202173,2524,13098,1440471,919772,337519,18452,96299,3699,349332,1440471,478735,43021,200575,39394,195745,961736,530144,277717,1216,75474,1270,12994,62921,26148,36773,576450,985568,479376,506192
2023,Osceola County,Florida,406943,201879,205064,98.4,24257,26772,28902,28153,25984,57749,60563,54551,23858,21662,33005,15828,5659,37.0,97784,321882,309159,294045,67287,54492,309159,151426,157733,96.0,54492,24422,30070,81.2,406943,327607,79336,327607,176679,44788,1393,75,0,30,0,20,0,12,97,1268,11809,3381,1533,3624,80,230,646,2315,253,40,55,50,108,92685,79336,3886,1412,1210,58939,193,6031,406943,246220,60152,5280,16893,1319,161800,406943,223890,8902,112999,12376,89613,183053,115811,39259,172,11073,120,3367,13251,4739,8512,164195,266213,130462,135751
2023,Palm Beach County,Florida,1507453,735143,772310,95.2,74364,77673,81504,83779,78533,173874,177752,185243,102102,101832,181626,130437,58734,45.4,284812,1255736,1222641,1175971,429929,370797,1222641,589844,632797,93.2,370797,165989,204808,81.0,1507453,1288517,218936,1288517,864974,278621,3715,297,0,1339,0,54,0,12,99,2025,42754,12413,8101,5148,940,1379,6790,7983,673,188,13,362,110,97780,218936,17302,5162,7989,165599,1359,7007,1507453,1071059,314257,14461,56740,2646,278576,1507453,358640,54606,52777,64776,186481,1148813,766229,271548,920,42119,592,11601,55804,22958,32846,713855,1065435,508938,556497
2023,Pasco County,Florida,588758,288052,300706,95.8,29016,32761,36298,33758,30021,66625,75116,76118,38663,40721,71266,44314,14081,43.7,119544,483406,469214,451043,154897,129661,469214,227071,242143,93.8,129661,59265,70396,84.2,588758,521502,67256,521502,442068,36208,1993,78,8,148,0,0,0,12,101,1759,18225,6269,2554,3683,186,498,3259,1776,315,40,160,1,114,22693,67256,8409,3336,3812,43056,263,2731,588758,504931,50992,7642,23957,1253,71839,588758,104251,16623,36433,14537,36658,484507,407831,34351,746,18015,302,2786,20476,4571,15905,265118,445900,215883,230017
2023,Pinellas County,Florida,960565,463819,496746,93.4,38122,40412,44506,43665,45029,116359,109614,119441,76091,78866,135367,79548,33545,48.9,150459,828323,810106,785412,294043,248460,810106,387033,423073,91.5,248460,111734,136726,81.7,960565,877665,82900,877665,721059,93311,2505,389,0,112,0,71,0,12,103,1933,34744,6783,2910,5831,599,1410,10745,6466,704,24,72,44,564,25342,82900,13626,4872,6104,48586,906,2143,960565,799022,113826,10719,43434,2225,79389,960565,104765,23932,26499,17674,36660,855800,687960,91718,967,34147,645,5077,35286,8648,26638,518180,772129,369070,403059
2023,Polk County,Florida,760961,375103,385858,97.2,42847,44827,50556,49027,46234,100810,96272,89546,45256,45955,83727,48910,16994,39.6,167970,612466,592991,563057,177802,149631,592991,289036,303955,95.1,149631,68832,80799,85.2,760961,671330,89631,671330,455386,112450,2811,186,0,506,0,225,0,12,105,1894,13475,4266,1690,3330,478,290,940,2481,306,33,104,0,169,86902,89631,9511,3675,3304,60874,606,4753,760961,537306,131657,10060,18869,863,157223,760961,211002,55834,89215,16209,49744,549959,400412,107927,928,13066,247,5017,22362,5579,16783,329750,550365,267086,283279
2023,Putnam County,Florida,74235,36739,37496,98.0,4114,4371,4624,4115,3920,8257,7699,8212,4952,6499,10545,5335,1592,45.0,15870,60154,58365,56195,20919,17472,58365,28725,29640,96.9,17472,8432,9040,93.3,74235,67025,7210,67025,54226,11347,207,0,0,1,0,4,0,12,107,202,448,2,4,78,0,11,33,320,0,0,0,0,0,797,7210,1133,549,195,5047,28,24,74235,61341,12711,957,660,5,5962,74235,8092,4355,2075,752,910,66143,51942,11234,206,448,0,148,2165,377,1788,36614,56142,27376,28766
2023,St. Johns County,Florida,292243,143066,149177,95.9,13505,17718,19909,18575,13363,26651,39882,40454,20407,20822,36549,18611,5797,44.0,63345,236324,228898,219972,72229,60957,228898,110963,117935,94.1,60957,28170,32787,85.9,292243,268066,24177,268066,237204,15285,277,12,0,25,0,0,0,12,109,240,9935,4337,1565,1307,165,352,540,1669,199,130,56,0,13,5166,24177,2997,1371,2925,15119,70,303,292243,260538,19116,2368,13399,492,21523,292243,25354,3451,6372,3637,11894,266889,229577,14404,187,9822,199,1585,11115,3732,7383,127144,220622,106869,113753
