year,county,state,sex_and_age_total_population,sex_and_age_total_population_male,sex_and_age_total_population_female,sex_and_age_total_population_sex_ratio_males_per_1,sex_and_age_total_population_under_5_years,sex_and_age_total_population_5_to_9_years,sex_and_age_total_population_10_to_14_years,sex_and_age_total_population_15_to_19_years,sex_and_age_total_population_20_to_24_years,sex_and_age_total_population_25_to_34_years,sex_and_age_total_population_35_to_44_years,sex_and_age_total_population_45_to_54_years,sex_and_age_total_population_55_to_59_years,sex_and_age_total_population_60_to_64_years,sex_and_age_total_population_65_to_74_years,sex_and_age_total_population_75_to_84_years,sex_and_age_total_population_85_years_and_over,sex_and_age_total_population_median_age_years,sex_and_age_total_population_under_18_years,sex_and_age_total_population_16_years_and_over,sex_and_age_total_population_18_years_and_over,sex_and_age_total_population_21_years_and_over,sex_and_age_total_population_62_years_and_over,sex_and_age_total_population_65_years_and_over,sex_and_age_total_population_18_years_and_over.1,sex_and_age_total_population_18_years_and_over_mal,sex_and_age_total_population_18_years_and_over_fem,sex_and_age_total_population_18_years_and_over_sex,sex_and_age_total_population_65_years_and_over.1,sex_and_age_total_population_65_years_and_over_mal,sex_and_age_total_population_65_years_and_over_fem,sex_and_age_total_population_65_years_and_over_sex,race_total_population,race_total_population_one_race,race_total_population_two_or_more_races,race_total_population_one_race.1,race_total_population_one_race_white,race_total_population_one_race_black_or_african_am,race_total_population_one_race_american_indian_and,race_total_population_one_race_american_indian_and.1,race_total_population_one_race_american_indian_and.2,race_total_population_one_race_american_indian_and.3,race_total_population_one_race_american_indian_and.4,race_total_population_one_race_asian,race_total_population_one_race_asian_asian_indian,state_fips,county_fips,race_total_population_one_race_asian_chinese,race_total_population_one_race_asian_filipino,race_total_population_one_race_asian_japanese,race_total_population_one_race_asian_korean,race_total_population_one_race_asian_vietnamese,race_total_population_one_race_asian_other_asian,race_total_population_one_race_native_hawaiian_and,race_total_population_one_race_native_hawaiian_and.1,race_total_population_one_race_native_hawaiian_and.2,race_total_population_one_race_native_hawaiian_and.3,race_total_population_one_race_native_hawaiian_and.4,race_total_population_one_race_some_other_race,race_total_population_two_or_more_races.1,race_total_population_two_or_more_races_white_and_,race_total_population_two_or_more_races_white_and_.1,race_total_population_two_or_more_races_white_and_.2,race_total_population_two_or_more_races_white_and_.3,race_total_population_two_or_more_races_black_or_a,race_total_population_two_or_more_races_black_or_a.1,race_alone_or_in_combination_with_one_or_more_othe,race_alone_or_in_combination_with_one_or_more_othe.1,race_alone_or_in_combination_with_one_or_more_othe.2,race_alone_or_in_combination_with_one_or_more_othe.3,race_alone_or_in_combination_with_one_or_more_othe.4,race_alone_or_in_combination_with_one_or_more_othe.5,race_alone_or_in_combination_with_one_or_more_othe.6,hispanic_or_latino_and_race_total_population,hispanic_or_latino_and_race_total_population_hispa,hispanic_or_latino_and_race_total_population_hispa.1,hispanic_or_latino_and_race_total_population_hispa.2,hispanic_or_latino_and_race_total_population_hispa.3,hispanic_or_latino_and_race_total_population_hispa.4,hispanic_or_latino_and_race_total_population_not_h,hispanic_or_latino_and_race_total_population_not_h.1,hispanic_or_latino_and_race_total_population_not_h.2,hispanic_or_latino_and_race_total_population_not_h.3,hispanic_or_latino_and_race_total_population_not_h.4,hispanic_or_latino_and_race_total_population_not_h.5,hispanic_or_latino_and_race_total_population_not_h.6,hispanic_or_latino_and_race_total_population_not_h.7,hispanic_or_latino_and_race_total_population_not_h.8,hispanic_or_latino_and_race_total_population_not_h.9,total_housing_units,citizen_voting_age_population_citizen_18_and_over_,citizen_voting_age_population_citizen_18_and_over_.1,citizen_voting_age_population_citizen_18_and_over_.2
2022,Candler County,Georgia,10946,5334,5612,95.0,724,612,949,607,736,1082,1205,1572,792,647,1245,532,243,41.6,2678,8586,8268,7830,2494,2020,8268,4070,4198,97.0,2020,923,1097,84.1,10946,10348,598,10348,6825,2465,36,36,0,0,0,92,0,13,43,34,58,0,0,0,0,0,0,0,0,0,930,598,36,294,13,219,0,0,10946,7423,2537,366,105,0,1149,10946,1338,892,72,142,232,9608,6614,2429,36,92,0,26,411,32,379,4640,7565,3673,3892
2022,Carroll County,Georgia,120060,58690,61370,95.6,7495,7859,7992,9833,10397,16080,14973,14674,7272,6765,10270,4890,1560,35.2,28371,94925,91689,84929,20616,16720,91689,44111,47578,92.7,16720,7439,9281,80.2,120060,114913,5147,114913,85441,24231,895,51,0,13,0,1041,336,13,45,110,60,30,80,89,336,0,0,0,0,0,3305,5147,898,517,354,2968,7,126,120060,90270,25399,1511,1557,106,6458,120060,8950,3268,1065,371,4246,111110,81977,23905,160,1037,0,1799,2232,304,1928,46510,88135,41952,46183
2022,Catoosa County,Georgia,68052,33371,34681,96.2,3514,3871,4869,4526,3742,8498,8778,9022,4463,4447,7215,3681,1426,40.8,15279,54727,52773,50488,14636,12322,52773,25411,27362,92.9,12322,5424,6898,78.6,68052,65007,3045,65007,61163,1546,150,33,4,0,0,1042,479,13,47,148,45,15,225,48,82,35,35,0,0,0,1071,3045,978,529,105,1258,22,0,68052,64168,2590,769,1225,102,2342,68052,2308,1005,379,128,796,65744,60556,1469,45,1042,35,380,2217,437,1780,28027,52346,25211,27135
2022,Charlton County,Georgia,12547,7331,5216,140.5,575,597,734,998,641,1976,1634,1812,689,830,1176,759,126,39.4,2295,10515,10252,9569,2397,2061,10252,6317,3935,160.5,2061,1076,985,109.2,12547,11818,729,11818,7897,3601,75,2,0,0,0,99,65,13,49,0,21,0,13,0,0,0,0,0,0,0,146,729,137,187,41,246,0,22,12547,8604,3856,329,140,29,414,12547,754,391,101,19,243,11793,7585,3587,68,99,0,0,454,0,454,4673,9892,5957,3935
2022,Chatham County,Georgia,296266,142685,153581,92.9,17467,16482,17516,19621,22771,46728,37898,33782,18742,17251,28583,14414,5011,36.7,61607,240905,234659,220112,58315,48008,234659,111385,123274,90.4,48008,20875,27133,76.9,296266,281455,14811,281455,145541,119042,668,94,65,11,6,8618,1497,13,51,2141,1134,90,700,1898,1158,418,14,13,65,326,7168,14811,3315,1295,1974,5158,306,823,296266,158427,124878,3004,11388,722,13722,296266,20098,7599,5141,1380,5978,276168,138653,116974,286,8474,333,1828,9620,1677,7943,134190,225415,106641,118774
2022,Chattahoochee County,Georgia,9402,6090,3312,183.9,777,720,429,906,2122,2558,656,439,398,125,182,78,12,23.9,2072,7411,7330,5977,371,272,7330,4968,2362,210.3,272,115,157,73.2,9402,8406,996,8406,5700,1582,216,0,0,5,0,335,0,13,53,45,170,0,27,0,93,73,71,0,0,2,500,996,219,169,63,237,0,150,9402,6493,2056,421,451,149,920,9402,1654,886,311,53,404,7748,5115,1514,179,300,73,165,402,8,394,2971,7206,4888,2318
2022,Chattooga County,Georgia,24902,12763,12139,105.1,1514,1582,1529,1336,1662,3102,3272,3116,1403,1896,2620,1242,628,40.2,5543,19821,19359,18581,5490,4490,19359,9948,9411,105.7,4490,2027,2463,82.3,24902,23731,1171,23731,20650,2386,163,23,1,0,0,15,0,13,55,0,0,1,4,10,0,0,0,0,0,0,517,1171,355,149,93,563,1,0,24902,21820,2752,323,108,0,1080,24902,1418,406,74,0,938,23484,20417,2366,25,15,0,0,661,62,599,10864,18827,9717,9110
2022,Cherokee County,Georgia,268567,132996,135571,98.1,14825,16245,19839,18422,15914,31985,36856,39375,17652,17083,25509,11668,3194,39.7,63058,212952,205509,196635,50016,40371,205509,100676,104833,96.0,40371,18198,22173,82.1,268567,251915,16652,251915,216897,19078,1955,8,0,0,13,5374,2027,13,57,730,673,338,597,294,715,134,26,78,10,20,8477,16652,2021,1535,1661,8810,368,555,268567,232310,22825,4377,7916,900,18510,268567,29950,13470,2901,1140,12439,238617,204695,18527,62,5374,134,1427,8398,1879,6519,101159,191791,93780,98011
2022,Clarke County,Georgia,128864,61390,67474,91.0,6259,5516,6631,13233,23960,20367,14693,11668,5734,5978,9029,4455,1341,28.9,21777,109197,107087,91178,18279,14825,107087,50300,56787,88.6,14825,6075,8750,69.4,128864,120380,8484,120380,76090,34353,587,13,1,0,0,5252,1457,13,59,1094,416,89,806,383,1007,36,0,0,9,27,4062,8484,1022,1486,878,4563,130,48,128864,84315,35796,2370,6257,75,8772,128864,14220,7622,497,920,5181,114644,70669,33989,232,5221,36,468,4029,425,3604,55905,99885,46287,53598
2022,Clay County,Georgia,2855,1335,1520,87.8,176,90,153,300,205,247,364,280,234,94,352,267,93,42.7,660,2371,2195,2115,771,712,2195,1083,1112,97.4,712,352,360,97.8,2855,2841,14,2841,1050,1747,0,0,0,0,0,44,44,13,61,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,7,6,2855,1051,1760,8,44,0,6,2855,12,0,0,12,0,2843,1038,1747,0,44,0,0,14,6,8,1882,2169,1066,1103
2022,Clayton County,Georgia,296312,139076,157236,88.5,21189,23170,23176,21964,21240,45898,38581,37735,18201,15551,20315,7295,1997,33.0,81330,224412,214982,202946,38097,29607,214982,97777,117205,83.4,29607,12568,17039,73.8,296312,277254,19058,277254,37502,207916,507,67,0,26,0,15178,1280,13,63,1080,824,205,181,8732,2876,286,215,28,0,43,15865,19058,4872,628,253,6819,1038,1786,296312,51244,218464,3802,17271,706,25360,296312,39824,26980,3872,738,8234,256488,25480,204469,219,14969,251,1447,9653,822,8831,113826,197729,88706,109023
2022,Clinch County,Georgia,6713,3337,3376,98.8,432,472,376,628,294,896,1056,632,495,391,602,349,90,38.4,1682,5295,5031,4776,1293,1041,5031,2435,2596,93.8,1041,477,564,84.6,6713,6473,240,6473,4383,1778,173,0,78,0,0,11,0,13,65,0,8,0,0,3,0,0,0,0,0,0,128,240,4,90,0,140,0,0,6713,4622,1785,266,14,3,268,6713,384,170,88,33,93,6329,4287,1778,98,11,0,0,155,55,100,3022,4758,2181,2577
2022,Cobb County,Georgia,765813,373782,392031,95.3,44153,48864,50038,52754,50254,110916,108363,106840,50241,43897,62609,27400,9484,37.2,175215,612443,590598,561033,125279,99493,590598,284993,305605,93.3,99493,43570,55923,77.9,765813,707933,57880,707933,404625,210450,2921,276,1,35,16,42702,21506,13,67,5345,2446,627,3461,4118,5199,379,64,246,0,69,46856,57880,11320,2871,4864,28418,1014,2959,765813,455713,229870,9453,50333,1199,81221,765813,103006,50689,11884,3842,36591,662807,377833,206203,557,42348,291,6150,29425,7365,22060,308949,535159,255384,279775
2022,Coffee County,Georgia,43056,22197,20859,106.4,2882,3523,2328,3291,2453,6401,5632,5272,2613,2336,4224,1650,451,36.4,10480,33635,32576,30288,7733,6325,32576,16802,15774,106.5,6325,2715,3610,75.2,43056,40322,2734,40322,26766,12375,96,41,0,0,0,330,215,13,69,6,0,56,13,40,0,0,0,0,0,0,755,2734,126,200,71,1838,78,103,43056,29083,12738,692,401,0,2958,43056,5297,3788,137,185,1187,37759,24473,12375,52,330,0,154,375,9,366,17370,30876,15876,15000
2022,Colquitt County,Georgia,45813,22969,22844,100.5,2971,3467,3351,3196,2957,5667,6226,5519,2854,2583,4228,2128,666,37.1,11820,35398,33993,32391,8541,7022,33993,16615,17378,95.6,7022,2972,4050,73.4,45813,43810,2003,43810,27866,10423,597,24,3,0,0,378,38,13,71,150,12,0,33,145,0,0,0,0,0,0,4546,2003,236,167,66,1058,0,0,45813,29854,11078,1155,444,0,5787,45813,9214,5834,944,441,1995,36599,24934,10400,70,378,0,51,766,22,744,19143,30504,14621,15883
2022,Columbia County,Georgia,156921,76942,79979,96.2,9500,11140,11522,10513,9455,21030,22631,19907,10186,8095,14368,5901,2673,37.4,39255,122465,117666,112287,26821,22942,117666,57041,60625,94.1,22942,10339,12603,82.0,156921,146522,10399,146522,108715,26560,375,16,0,0,8,6850,1985,13,73,669,851,171,1440,1006,728,5,0,0,0,5,4017,10399,3192,1048,1661,2232,20,589,156921,117964,31244,1852,9241,504,7447,156921,11504,5748,2793,331,2632,145417,102875,26446,24,6628,0,1498,7946,912,7034,59195,113582,54935,58647
2022,Cook County,Georgia,17242,8337,8905,93.6,1114,698,1714,1490,1037,1983,2049,2175,1086,1104,1647,810,335,37.3,4348,13391,12894,11985,3444,2792,12894,6101,6793,89.8,2792,1225,1567,78.2,17242,16018,1224,16018,11068,4655,102,0,0,0,0,42,0,13,75,0,0,21,0,21,0,0,0,0,0,0,151,1224,113,22,306,544,0,0,17242,12108,4768,308,348,55,879,17242,1138,816,46,92,184,16104,10785,4648,0,42,0,46,583,87,496,7318,12504,5925,6579
2022,Coweta County,Georgia,147449,71903,75546,95.2,8270,9701,10122,10276,8771,18219,19694,21381,10671,9173,13150,6238,1783,39.1,34729,117138,112720,107158,26606,21171,112720,54507,58213,93.6,21171,9555,11616,82.3,147449,139690,7759,139690,107301,26607,299,27,0,5,0,2814,792,13,77,598,318,45,416,490,155,3,3,0,0,0,2666,7759,2123,765,1070,2911,121,50,147449,114745,29234,1374,4278,355,5888,147449,11189,5070,1602,366,4151,136260,102293,26259,138,2781,3,291,4495,306,4189,57067,108259,52034,56225
2022,Crawford County,Georgia,12156,6358,5798,109.7,578,611,831,768,843,883,1458,1879,799,1227,1443,644,192,45.8,2478,9963,9678,9102,2983,2279,9678,4969,4709,105.5,2279,1036,1243,83.3,12156,11955,201,11955,8916,2677,100,0,0,0,2,0,0,13,79,0,0,0,0,0,0,0,0,0,0,0,262,201,26,25,4,104,4,0,12156,9104,2732,158,25,0,367,12156,473,285,0,14,174,11683,8812,2677,92,0,0,0,102,6,96,5187,9580,4871,4709
2022,Crisp County,Georgia,20255,10171,10084,100.9,1245,1330,1334,1409,1276,2187,2551,2228,1270,1509,2346,974,596,40.4,4763,16062,15492,14664,4699,3916,15492,7470,8022,93.1,3916,1744,2172,80.3,20255,19754,501,19754,10396,9071,4,0,0,0,0,125,2,13,81,35,0,0,0,60,28,0,0,0,0,0,158,501,74,94,126,182,9,0,20255,10888,9170,107,251,0,356,20255,812,655,16,48,93,19443,9851,9071,4,125,0,42,350,47,303,9926,15340,7372,7968
2022,Dade County,Georgia,16239,8015,8224,97.5,859,930,823,1443,890,1887,1894,1914,1278,1093,1978,871,379,42.5,3156,13375,13083,11911,3912,3228,13083,6426,6657,96.5,3228,1468,1760,83.4,16239,15599,640,15599,15240,159,2,0,0,0,0,133,52,13,83,4,8,0,7,4,58,0,0,0,0,0,65,640,150,167,71,211,0,0,16239,15880,350,210,204,0,299,16239,419,76,139,0,204,15820,14977,159,2,133,0,49,500,94,406,7385,12874,6311,6563
2022,Dawson County,Georgia,27355,14023,13332,105.2,1332,1389,1628,1635,1792,3258,3026,3901,1731,2263,3386,1639,375,43.9,5453,22687,21902,20989,6741,5400,21902,11037,10865,101.6,5400,2606,2794,93.3,27355,25886,1469,25886,24956,357,27,6,0,0,0,212,119,13,85,2,80,0,11,0,0,0,0,0,0,0,334,1469,158,241,107,911,0,0,27355,26415,529,296,329,10,1287,27355,1592,836,89,246,421,25763,24380,357,27,212,0,122,665,188,477,12118,21571,10822,10749
2022,Decatur County,Georgia,29063,14097,14966,94.2,1934,1786,2211,2000,1862,3360,4086,3117,1923,1941,2808,1296,739,38.3,7068,22565,21995,20890,5729,4843,21995,10460,11535,90.7,4843,2047,2796,73.2,29063,28282,781,28282,15237,11685,93,40,0,0,0,141,78,13,87,13,50,0,0,0,0,0,0,0,0,0,1126,781,427,113,0,166,36,6,29063,15972,12183,245,145,0,1328,29063,1940,1627,76,13,224,27123,14342,11639,64,141,0,376,561,14,547,13018,21459,10182,11277
2022,DeKalb County,Georgia,761209,361801,399408,90.6,50323,45659,49756,45422,47481,125600,109441,97734,48123,41870,62505,26193,11102,36.3,173012,605987,588197,561376,122550,99800,588197,273764,314433,87.1,99800,41160,58640,70.2,761209,716766,44443,716766,242659,401702,5129,222,0,9,13,47369,14647,13,89,8071,1806,957,3336,3782,14770,561,233,97,62,169,19346,44443,7978,2621,5434,11178,1420,4544,761209,273918,420186,16892,55818,1186,42681,761209,64968,30358,4233,2985,27392,696241,220545,399012,879,47090,483,3388,24844,5081,19763,325979,532964,245277,287687
2022,Dodge County,Georgia,19977,10501,9476,110.8,942,872,1377,1199,1176,2423,2728,2712,1467,1283,2281,1205,312,42.0,3856,16593,16121,15227,4711,3798,16121,8533,7588,112.5,3798,1662,2136,77.8,19977,19709,268,19709,13361,6062,58,10,0,0,0,4,0,13,91,4,0,0,0,0,0,0,0,0,0,0,224,268,98,38,25,45,30,0,19977,13574,6215,155,32,3,298,19977,816,498,69,34,215,19161,12714,6050,49,4,0,89,255,36,219,8617,15876,8398,7478
2022,Dooly County,Georgia,11236,6299,4937,127.6,428,353,693,612,593,1215,1711,1528,731,961,1501,741,169,45.1,1824,9670,9412,9015,3131,2411,9412,5350,4062,131.7,2411,1148,1263,90.9,11236,10618,618,10618,4895,5360,39,3,0,0,0,0,0,13,93,0,0,0,0,0,0,0,0,0,0,0,324,618,162,58,0,291,80,15,11236,5407,5629,177,11,0,631,11236,832,607,70,15,140,10404,4663,5358,3,0,0,0,380,68,312,4848,9071,5092,3979
2022,Dougherty County,Georgia,85038,39219,45819,85.6,5519,5623,5841,6344,6502,11325,9716,9612,5159,5379,8578,3727,1713,36.2,20362,66929,64676,60373,17324,14018,64676,28825,35851,80.4,14018,5819,8199,71.0,85038,82633,2405,82633,20720,59469,158,7,0,16,0,700,0,13,95,155,190,16,24,247,68,34,0,34,0,0,1552,2405,1090,208,280,452,110,59,85038,22864,60887,604,1014,60,2144,85038,2685,1048,216,57,1364,82353,20262,59117,85,651,5,229,2004,204,1800,40591,63494,28086,35408
2022,Douglas County,Georgia,144735,69255,75480,91.8,8529,9063,12122,11223,9893,18377,19429,21093,8984,8859,11006,4336,1821,36.7,36951,112789,107784,101375,22414,17163,107784,50404,57380,87.8,17163,7443,9720,76.6,144735,135825,8910,135825,56989,70829,198,41,17,0,0,2706,983,13,97,290,115,108,87,659,464,0,0,0,0,0,5103,8910,2823,583,130,3622,262,394,144735,64944,75149,1647,3275,307,9201,144735,15512,9903,1755,305,3549,129223,50732,69608,89,2672,0,846,5276,690,4586,54382,101649,47413,54236
2022,Early County,Georgia,10753,5082,5671,89.6,659,577,910,832,921,849,1183,1319,818,625,1172,616,272,40.4,2622,8470,8131,7507,2436,2060,8131,3723,4408,84.5,2060,849,1211,-666666666.0,10753,10508,245,10508,4718,5685,7,7,0,0,0,0,0,13,99,0,0,0,0,0,0,0,0,0,0,0,98,245,78,45,10,74,10,0,10753,4950,5801,71,13,0,191,10753,230,143,0,0,87,10523,4718,5657,7,0,0,4,137,0,137,4919,8037,3659,4378
2022,Echols County,Georgia,3707,1703,2004,85.0,268,246,199,294,429,437,551,446,200,161,282,134,60,34.7,884,2976,2823,2653,554,476,2823,1357,1466,92.6,476,197,279,70.6,3707,2980,727,2980,2444,153,4,0,0,0,0,59,0,13,101,0,0,0,59,0,0,0,0,0,0,0,320,727,86,0,0,514,0,122,3707,3044,361,4,59,5,961,3707,1149,1091,45,0,13,2558,2078,153,2,59,0,0,266,180,86,1546,2652,1257,1395
2022,Effingham County,Georgia,65314,32382,32932,98.3,4188,5109,4894,4484,3948,8673,9667,8542,4156,3882,5009,2068,694,36.4,17258,50024,48056,45281,9866,7771,48056,23562,24494,96.2,7771,3477,4294,81.0,65314,61487,3827,61487,50603,8968,86,39,20,0,0,443,197,13,103,24,43,20,50,74,35,109,0,54,0,55,1278,3827,900,491,588,1245,38,0,65314,54293,10264,919,1334,109,2720,65314,3597,1809,677,442,669,61717,49286,8912,59,423,109,213,2715,605,2110,24567,47267,23293,23974
2022,Elbert County,Georgia,19570,9358,10212,91.6,1037,1125,1383,1111,993,2298,2181,2627,1113,1625,2334,1280,463,42.8,4269,15810,15301,14712,4989,4077,15301,7196,8105,88.8,4077,1767,2310,76.5,19570,18832,738,18832,12965,5400,148,51,0,0,0,218,24,13,105,0,0,15,0,110,69,0,0,0,0,0,101,738,59,68,9,449,153,0,19570,13550,5612,369,227,0,550,19570,1212,697,98,214,203,18358,12308,5321,148,218,0,68,295,17,278,9316,14978,7038,7940
2022,Emanuel County,Georgia,22907,11621,11286,103.0,1585,1367,1837,1525,1320,3249,2881,2571,1512,1395,2262,1107,296,37.4,5717,17744,17190,16294,4380,3665,17190,8633,8557,100.9,3665,1585,2080,76.2,22907,21687,1220,21687,13861,7345,84,61,0,0,0,47,37,13,107,0,3,0,7,0,0,0,0,0,0,0,350,1220,194,460,10,233,229,0,22907,14837,7850,812,63,19,615,22907,1095,890,153,51,1,21812,13449,7264,82,46,0,0,971,22,949,9982,16715,8361,8354
2022,Evans County,Georgia,10759,5425,5334,101.7,646,721,928,892,597,1303,1365,1278,434,776,992,600,227,36.6,2810,8216,7949,7394,2187,1819,7949,3712,4237,87.6,1819,814,1005,81.0,10759,10008,751,10008,6059,2947,33,0,0,0,17,104,0,13,109,1,22,0,0,6,75,0,0,0,0,0,865,751,220,95,0,349,61,6,10759,6723,3254,190,123,0,1221,10759,1298,1091,85,0,122,9461,5998,2943,20,104,0,0,396,1,395,4664,7494,3497,3997
2022,Fannin County,Georgia,25436,12481,12955,96.3,1015,920,1319,1020,1304,2272,2327,2986,2453,2251,4590,2290,689,53.8,4021,21971,21415,20950,8848,7569,21415,10394,11021,94.3,7569,3562,4007,88.9,25436,24500,936,24500,23947,68,38,0,0,0,0,121,37,13,111,6,52,0,26,0,0,0,0,0,0,0,326,936,145,262,0,250,19,140,25436,24693,461,351,188,116,716,25436,708,432,59,63,154,24728,23674,68,0,121,0,109,756,273,483,17812,21163,10262,10901
2022,Fayette County,Georgia,119259,58066,61193,94.9,5191,6733,9197,9301,7308,10483,14000,16733,9379,8192,13742,6593,2407,43.2,27183,95914,92076,87712,27324,22742,92076,44136,47940,92.1,22742,10217,12525,81.6,119259,112808,6451,112808,73107,29734,119,24,0,0,0,5571,1840,13,113,456,713,514,952,385,711,163,163,0,0,0,4114,6451,1032,580,1094,2249,114,121,119259,78941,31972,1223,7277,334,6978,119259,9219,3897,1694,761,2867,110040,69543,29340,55,5513,132,1803,3654,242,3412,45307,86992,41824,45168
2022,Floyd County,Georgia,98541,48250,50291,95.9,5633,6218,6459,7600,7110,12516,12108,12225,6885,5503,9566,4810,1908,38.0,22300,78821,76241,71104,19720,16284,76241,36810,39431,93.4,16284,7168,9116,78.6,98541,92185,6356,92185,73157,13723,580,3,0,0,0,1309,477,13,115,151,46,17,190,335,93,62,4,0,58,0,3354,6356,1470,539,268,3494,39,29,98541,79238,15511,1363,1765,177,7093,98541,11647,7177,363,70,4037,86894,68814,13577,60,1294,58,259,2832,388,2444,40568,71870,34268,37602
2022,Forsyth County,Georgia,253225,126773,126452,100.3,14141,19251,20501,19444,13957,23584,40922,41403,16463,12469,18497,9949,2644,39.2,66879,194590,186346,176867,37579,31090,186346,92593,93753,98.8,31090,13898,17192,80.8,253225,235689,17536,235689,176237,10391,867,75,19,0,0,42032,29338,13,117,4632,977,306,3381,850,2548,31,0,0,0,31,6131,17536,1858,1290,2801,9229,36,160,253225,192420,13296,3235,46091,562,16649,253225,24347,11723,2741,668,9215,228878,167333,10017,137,41860,0,1197,8334,1797,6537,88181,162534,80442,82092
2022,Franklin County,Georgia,23480,11680,11800,99.0,1200,1364,1708,1454,1797,2694,2540,3119,1703,1571,2526,1303,501,40.9,5101,19104,18379,17257,5274,4330,18379,9009,9370,96.1,4330,1867,2463,75.8,23480,22792,688,22792,19492,2158,121,17,0,0,0,353,17,13,119,43,0,0,8,234,51,0,0,0,0,0,668,688,256,123,24,206,0,56,23480,20101,2470,244,400,23,930,23480,1243,1164,26,9,44,22237,19253,2158,27,353,0,22,424,39,385,10655,17683,8579,9104
2022,Fulton County,Georgia,1061944,518219,543725,95.3,57955,62534,63978,71381,75442,181571,153054,145387,63967,57564,78966,35630,14515,36.1,224381,863381,837563,791040,164014,129111,837563,404185,433378,93.3,129111,54469,74642,73.0,1061944,1008693,53251,1008693,435440,460792,2445,273,19,5,14,80637,40691,13,121,17299,3561,2152,8362,3018,5554,286,39,141,60,46,29093,53251,11144,1831,7316,21434,1619,2189,1061944,481388,480915,8905,92166,1315,55924,1061944,77523,36259,8714,3418,29132,984421,407576,456706,1226,80192,207,7373,31141,6132,25009,493587,772349,369268,403081
2022,Gilmer County,Georgia,31519,15692,15827,99.1,1562,1656,1711,1512,1623,2960,3266,3875,2742,2490,5120,2379,623,49.6,5933,26144,25586,24739,9665,8122,25586,12859,12727,101.0,8122,3897,4225,92.2,31519,29926,1593,29926,28345,241,227,69,0,0,0,116,14,13,123,7,0,20,0,0,75,0,0,0,0,0,997,1593,71,773,56,468,0,19,31519,29903,335,1097,277,56,1634,31519,3915,1559,122,64,2170,27604,26558,155,69,116,0,47,659,94,565,17850,24793,12273,12520
2022,Glascock County,Georgia,2903,1326,1577,84.1,141,235,114,236,190,262,392,424,223,193,275,179,39,43.2,622,2362,2281,2175,648,493,2281,1052,1229,85.6,493,216,277,78.0,2903,2874,29,2874,2565,307,0,0,0,0,0,0,0,13,125,0,0,0,0,0,0,2,0,2,0,0,0,29,21,8,0,0,0,0,2903,2594,328,8,0,2,0,2903,37,0,0,0,37,2866,2528,307,0,0,2,0,29,0,29,1411,2281,1052,1229
2022,Glynn County,Georgia,84566,39461,45105,87.5,4502,4980,5132,5082,4718,9874,9832,10299,5923,5782,10664,5602,2176,43.3,17781,68635,66785,64131,21959,18442,66785,30713,36072,85.1,18442,7991,10451,76.5,84566,80437,4129,80437,56354,20902,284,56,0,17,0,1014,51,13,127,61,138,0,225,309,230,92,50,14,6,22,1791,4129,1519,233,706,1113,56,9,84566,60273,22731,615,1990,256,3019,84566,5782,2944,626,103,2109,78784,53485,20760,253,982,92,150,3062,249,2813,42418,64632,29630,35002
2022,Gordon County,Georgia,57785,28644,29141,98.3,3352,3412,4401,3906,3612,7666,7413,7930,3467,3948,5175,2710,793,39.1,13550,45439,44235,42080,11213,8678,44235,21687,22548,96.2,8678,3883,4795,81.0,57785,53984,3801,53984,46997,2071,1265,50,0,0,0,682,224,13,129,48,18,0,39,285,68,105,0,57,48,0,2864,3801,603,320,140,2230,0,24,57785,50557,3002,1957,1140,180,5249,57785,9705,5804,1101,283,2517,48080,43928,1904,54,651,48,95,1400,19,1381,22876,41043,19955,21088
2022,Grady County,Georgia,26075,12816,13259,96.7,1611,1548,2064,1639,1528,3181,2744,3331,2187,1330,2963,1306,643,39.8,6385,20384,19690,18844,5676,4912,19690,9455,10235,92.4,4912,2256,2656,84.9,26075,24842,1233,24842,16397,7634,100,13,0,0,0,69,9,13,131,0,13,0,31,16,0,0,0,0,0,0,642,1233,905,187,2,53,25,15,26075,17590,8625,312,71,0,756,26075,3092,2444,224,4,420,22983,14985,7589,50,57,0,19,283,0,283,11506,18472,8759,9713
2022,Greene County,Georgia,19020,9398,9622,97.7,834,851,1161,1080,939,1610,1895,1938,1215,1859,3472,1680,486,51.2,3400,15968,15620,14938,6923,5638,15620,7532,8088,93.1,5638,2724,2914,93.5,19020,18205,815,18205,11363,5968,0,0,0,0,0,222,20,13,133,16,79,0,1,42,64,0,0,0,0,0,652,815,120,42,13,552,18,9,19020,12151,6170,107,249,6,1260,19020,1249,936,210,1,102,17771,11153,5954,0,222,0,80,362,108,254,10142,15177,7245,7932
2022,Gwinnett County,Georgia,957977,470667,487310,96.6,59588,67859,77101,74861,64872,124234,136323,137869,62346,51012,66118,27343,8451,35.7,252386,736740,705591,665239,131647,101912,705591,342725,362866,94.4,101912,45219,56693,79.8,957977,868871,89106,868871,377684,272622,4487,140,28,31,0,122104,27488,13,135,17492,2990,1486,27324,25056,20268,643,140,46,16,441,91331,89106,13407,2893,6902,48651,1241,5353,957977,455273,298970,12628,134096,2293,150229,957977,209070,98708,16004,5066,89292,748907,323347,266852,1270,121801,214,3776,31647,4412,27235,331184,591851,283341,308510
